từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
補強,ほきょう (する),gia cố; tăng cường,建物の柱を補強する。
補助,ほじょ (する),hỗ trợ,国が研究費を補助する。
補償,ほしょう (する),bồi thường tổn thất,被害による損失を補償する。
募金,ぼきん (する),quyên góp tiền,被災地のために募金する。
募集,ぼしゅう (する),tuyển; chiêu mộ,会社が新しい社員を募集している。
墓地,ぼち,nghĩa trang,丘の上に墓地がある。
報酬,ほうしゅう,thù lao,仕事の報酬を受け取る。
報復,ほうふく (する),trả đũa,攻撃に対して報復する。
奉仕,ほうし (する),phục vụ vì cộng đồng,地域社会に奉仕する。
抱負,ほうふ,hoài bão; mục tiêu ấp ủ,新年の抱負を語る。
放棄,ほうき (する),"từ bỏ quyền, trách nhiệm",権利を放棄する。
放出,ほうしゅつ (する),thải ra; giải phóng,蓄えた熱を放出する。
放置,ほうち (する),bỏ mặc,問題を放置してはいけない。
放任,ほうにん (する),"để mặc tự do, không quản lý",子供を放任せず見守る。
法案,ほうあん,dự luật,国会で法案を審議する。
法廷,ほうてい,pháp đình; phòng xét xử,証人が法廷で証言する。
蜂蜜,はちみつ,mật ong,紅茶に蜂蜜を入れる。
褒美,ほうび,phần thưởng,頑張った褒美に本を買ってもらった。
豊作,ほうさく,được mùa,今年は米が豊作だ。
飽和,ほうわ,bão hòa,市場は飽和状態にある。
妨害,ぼうがい (する),cản trở,他人の仕事を妨害しない。
暴騰,ぼうとう (する),tăng giá đột biến,原油価格が暴騰した。
暴動,ぼうどう,bạo loạn,市内で暴動が起きた。
暴風,ぼうふう,gió bão dữ dội,暴風で木が倒れた。
暴落,ぼうらく (する),giảm giá đột biến,株価が暴落した。
暴露,ばくろ (する),phơi bày bí mật,組織の不正を暴露する。
冒険,ぼうけん (する),phiêu lưu; mạo hiểm,未知の土地を冒険する。
冒頭,ぼうとう,phần mở đầu,会議の冒頭で挨拶する。
膨張,ぼうちょう (する),giãn nở; phình to,空気は温めると膨張する。
防衛,ぼうえい (する),phòng vệ,国の安全を防衛する。
