từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
愚痴,ぐち,lời than vãn,友人に愚痴をこぼす。
童謡,どうよう,đồng dao; bài hát thiếu nhi,子供と童謡を歌う。
道端,みちばた,ven đường,道端に花が咲く。
銅像,どうぞう,tượng đồng,広場に銅像が立つ。
匿名,とくめい,ẩn danh,匿名で意見を送る。
特技,とくぎ,sở trường,特技は料理です。
特許,とっきょ,bằng sáng chế,発明の特許を取る。
特権,とっけん,đặc quyền,一部の人だけが特権を持つ。
特集,とくしゅう (する),chuyên đề,雑誌で京都を特集する。
特徴,とくちょう,đặc trưng; đặc điểm,この製品の特徴を説明する。
独裁,どくさい (する),độc tài,一人の指導者が独裁する。
独創,どくそう (する),sáng tạo độc đáo,独創性の高い作品だ。
独奏,どくそう (する),độc tấu,ピアノを独奏する。
独断,どくだん (する),tự ý quyết định,独断で計画を変更した。
突破,とっぱ (する),vượt qua; phá vỡ,難関を突破した。
内緒,ないしょ,bí mật; giữ kín,家族には内緒にする。
内臓,ないぞう,nội tạng,内臓の働きを学ぶ。
内蔵,ないぞう (する),tích hợp bên trong,カメラを内蔵した端末だ。
内訳,うちわけ,chi tiết cấu thành,費用の内訳を示す。
内乱,ないらん,nội loạn,長い内乱が続いた。
日陰,ひかげ,bóng râm,日陰で休む。
日向,ひなた,chỗ có nắng,猫が日向で寝ている。
日夜,にちや,ngày đêm,日夜、研究に励む。
任意,にんい,tùy ý; tự nguyện,参加は任意です。
忍耐,にんたい,nhẫn nại,この作業には忍耐が必要だ。
熱意,ねつい,nhiệt tình; quyết tâm,熱意が相手に伝わった。
熱湯,ねっとう,nước nóng sôi,熱湯を注ぐ。
熱量,ねつりょう,nhiệt lượng,必要な熱量を計算する。
念願,ねんがん,nguyện vọng ấp ủ,念願の留学が実現した。
念頭,ねんとう,trong tâm trí,安全を念頭に置く。
念仏,ねんぶつ,niệm Phật,念仏を唱える。
捻出,ねんしゅつ (する),"xoay xở tạo ra thời gian, tiền",勉強時間を捻出する。
燃焼,ねんしょう (する),cháy; đốt cháy,燃料が燃焼する。
燃料,ねんりょう,nhiên liệu,燃料を補給する。
濃縮,のうしゅく (する),cô đặc,果汁を濃縮する。
濃度,のうど,nồng độ,塩分の濃度を測る。
脳裏,のうり,trong tâm trí,故郷の風景が脳裏に浮かぶ。
農耕,のうこう,canh tác nông nghiệp,農耕に適した土地だ。
把握,はあく (する),nắm bắt,状況を把握する。
派遣,はけん (する),phái cử,現地に専門家を派遣する。
派生,はせい (する),phát sinh từ,一つの問題から別の問題が派生した。
破棄,はき (する),"hủy bỏ cam kết, văn bản",契約を破棄する。
破損,はそん (する),hư hỏng,輸送中に商品が破損した。
破裂,はれつ (する),vỡ tung; nổ,風船が破裂した。
俳優,はいゆう,diễn viên,俳優を目指している。
廃棄,はいき (する),loại bỏ; vứt bỏ,古い書類を廃棄する。
廃水,はいすい,nước thải,工場の廃水を処理する。
拝借,はいしゃく (する),"xin mượn, cách nói khiêm nhường",お知恵を拝借したい。
排気,はいき,khí thải; thải khí,車の排気を調べる。
排出,はいしゅつ (する),thải ra,工場が煙を排出する。
排除,はいじょ (する),loại trừ,危険な要素を排除する。
排水,はいすい (する),thoát nước,たまった水を排水する。
敗北,はいぼく (する),thất bại; thua trận,決勝で敗北した。
背後,はいご,phía sau; hậu trường,背後から声がした。
配布,はいふ (する),phân phát,資料を配布する。
配慮,はいりょ (する),quan tâm cân nhắc,周囲に配慮する。
倍率,ばいりつ,tỷ lệ chọi; hệ số phóng đại,入試の倍率が上がった。
培養,ばいよう (する),nuôi cấy,細菌を培養する。
媒介,ばいかい (する),làm trung gian truyền dẫn,蚊が病原体を媒介する。
賠償,ばいしょう (する),bồi thường thiệt hại,損害を賠償する。
剥奪,はくだつ (する),tước đoạt,資格を剥奪された。
拍子,ひょうし,nhịp; đúng lúc một động tác xảy ra,立ち上がった拍子に転んだ。
白状,はくじょう (する),thú nhận,秘密を白状した。
迫害,はくがい (する),bức hại,信仰を理由に迫害された。
爆笑,ばくしょう (する),cười lớn,冗談に皆が爆笑した。
爆破,ばくは (する),phá nổ,古い橋を爆破する。
発育,はついく (する),phát triển thể chất,子供の発育を見守る。
発芽,はつが (する),nảy mầm,種が発芽した。
発覚,はっかく (する),bị phát hiện,不正が発覚した。
発刊,はっかん (する),phát hành ấn phẩm,記念誌を発刊する。
発揮,はっき (する),phát huy,実力を発揮する。
発掘,はっくつ (する),khai quật; phát hiện nhân tài,遺跡を発掘する。
発作,ほっさ,cơn bệnh đột ngột,ぜんそくの発作が起きた。
発散,はっさん (する),giải tỏa; phát tán,運動でストレスを発散する。
発足,ほっそく (する),ra đời; bắt đầu hoạt động,新しい組織が発足した。
発端,ほったん,khởi nguồn sự việc,事件の発端を調べる。
発注,はっちゅう (する),đặt hàng,部品を発注する。
発病,はつびょう (する),phát bệnh,帰国後に発病した。
発泡,はっぽう (する),sủi bọt; tạo bọt,液体が発泡する。
抜粋,ばっすい (する),trích đoạn,本文から一節を抜粋する。
伴奏,ばんそう (する),đệm nhạc,ピアノで伴奏する。
判別,はんべつ (する),phân biệt; nhận dạng,色を判別する。
反射,はんしゃ (する),phản xạ; phản chiếu,鏡が光を反射する。
反発,はんぱつ (する),phản đối; bật lại,住民が計画に反発した。
反乱,はんらん (する),nổi loạn,兵士が反乱を起こした。
反論,はんろん (する),phản biện,相手の主張に反論する。
繁栄,はんえい (する),phồn vinh,貿易で町が繁栄した。
繁殖,はんしょく (する),sinh sôi; sinh sản,細菌が繁殖する。
繁盛,はんじょう (する),buôn bán phát đạt,店が繁盛している。
晩年,ばんねん,những năm cuối đời,晩年を故郷で過ごした。
卑下,ひげ (する),tự hạ thấp mình,自分を卑下しないでほしい。
否決,ひけつ (する),bác bỏ qua biểu quyết,議案が否決された。
悲観,ひかん (する),bi quan,将来を悲観する。
悲鳴,ひめい,tiếng hét vì sợ hoặc đau,突然、悲鳴が聞こえた。
批評,ひひょう (する),phê bình; bình luận,作品を批評する。
披露,ひろう (する),trình diễn; công bố,新曲を披露する。
比例,ひれい (する),tỷ lệ thuận,距離に比例して料金が増える。
比喩,ひゆ,phép ví von; ẩn dụ,比喩を使って説明する。
秘訣,ひけつ,bí quyết,成功の秘訣を聞く。
秘話,ひわ,chuyện bí mật ít người biết,開発の秘話を語る。
