từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
顧客,こきゃく,"khách hàng, khách quen",顧客からの意見を参考に、商品の包装を改善した。
後悔,こうかい (する),hối hận,あの時断ったことを後悔した。
語学,ごがく,ngôn ngữ học,語学を生かして働く。
誤解,ごかい (する),hiểu nhầm (sai),説明不足で誤解を招いた。
交付,こうふ (する),"cấp, phát",申請してから一週間後に、証明書が交付された。
効果,こうか,hiệu quả,この薬は効果がある。
口座,こうざ,tài khoản,銀行で新しい口座を開く。
口述,こうじゅつ (する),"truyền miệng, thuật bằng lời",祖父が口述した思い出を、孫がノートに書き留めた。
口論,こうろん (する),tranh luận,お金の使い方を巡って、兄弟が口論になった。
向上,こうじょう (する),nâng cao,サービスの質が向上した。
工作,こうさく (する),gia công,木材で本棚を工作した。
工夫,くふう (する),nghĩ cách; cải tiến; sáng tạo,時間を節約するために工夫する。
幸福,こうふく (な),hạnh phúc,家族と食卓を囲む時間に、小さな幸福を感じる。
攻撃,こうげき (する),tấn công,敵の基地を攻撃する。
更新,こうしん (する),"cập nhật, gia hạn",免許をオンラインで更新する。
構成,こうせい (する),"cấu tạo, cấu trúc",チームは五人で構成される。
構造,こうぞう,kết cấu,建物の構造を調査する。
行為,こうい,hành vi,危険な行為は禁止されている。
行進,こうしん (する),diễu hành,選手たちは国旗を持って、会場を行進した。
行政,ぎょうせい,hành chính,ごみの問題を解決するには、住民と行政の協力が必要だ。
講義,こうぎ (する),bài giảng,教授が歴史について講義する。
購入,こうにゅう (する),"mua vào, nhập vào",ネットで航空券を購入する。
高原,こうげん,cao nguyên,夏休みに、涼しい高原でキャンプをした。
合意,ごうい (する),"thoả thuận, sự nhất trí",話し合いの結果、全員が新しい計画に合意した。
合成,ごうせい (する),tổng hợp,二枚の写真を合成して、一枚の画像を作った。
告白,こくはく (する),tỏ tình,卒業式の日に、好きな人に気持ちを告白した。
国有,こくゆう,sở hữu quốc gia,この森は国有で、国が管理している。
困難,こんなん (な),"khó khăn, vất vả",雪が深く、これ以上歩くのは困難だ。
混同,こんどう (する),"nhầm lẫn, lẫn lộn",名前が似ているので、二つの会社を混同してしまった。
再建,さいけん (する),"tái thiết, xây dựng lại",火事で焼けた店を、家族で協力して再建した。
再現,さいげん (する),tái hiện,祖母に教わった味を、自分の台所で再現してみた。
才能,さいのう,tài năng,音楽の才能を伸ばす。
採用,さいよう (する),tuyển dụng,経験者を正社員に採用する。
在庫,ざいこ,hàng trong kho,この靴の黒は、今は在庫がありません。
財政,ざいせい,"tài chính; tình hình thu chi (của nhà nước, tổ chức)",市の財政が厳しく、新しい図書館の建設が延期された。
作戦,さくせん,chiến thuật; kế hoạch hành động,試合の前に、チーム全員で作戦を立てた。
作用,さよう (する),tác dụng; sự tác động,この実験で、光が植物にどのように作用するか調べる。
殺人,さつじん,việc giết người; tội giết người,警察は殺人事件の目撃者を探している。
参考,さんこう (する),tham khảo,説明書を参考に組み立てる。
残業,ざんぎょう (する),làm thêm giờ; tăng ca,今日は残業せずに、定時で帰れそうだ。
志望,しぼう (する),nguyện vọng; ứng tuyển,第一志望の大学に合格した。
思考,しこう (する),tư duy,柔軟な思考を身につける。
指示,しじ (する),chỉ thị; hướng dẫn,上司の指示に従って作業する。
支持,しじ (する),ủng hộ,多くの市民が計画を支持した。
支店,してん,chi nhánh,銀行の大阪支店で働いている。
脂肪,しぼう,chất béo,運動で体の脂肪を減らす。
視線,しせん,ánh mắt; hướng nhìn,発表中、会場の視線が私に集まった。
視点,してん,góc nhìn,別の視点から問題を見る。
視野,しや,tầm nhìn,広い視野で判断する。
視力,しりょく,thị lực,眼鏡をかけると視力を補える。
資源,しげん,tài nguyên,限りある資源を大切に使う。
事項,じこう,hạng mục; điều; nội dung cần đề cập,申込書に必要事項を記入してください。
事前,じぜん,trước; trước khi sự việc diễn ra,工場を見学するには、事前に予約が必要です。
事例,じれい,trường hợp; ví dụ thực tế,授業で、地域の課題を解決した事例を紹介する。
持参,じさん (する),mang theo,面接には履歴書を持参してください。
時期,じき,thời kỳ; thời điểm,桜が咲く時期になった。
次第,しだい,"tùy vào; ngay sau khi; tình hình, diễn biến",日程が決まり次第、メールでお知らせします。
治療,ちりょう (する),điều trị; chữa trị,けがの治療が終わるまで、練習を休むことにした。
自覚,じかく (する),"tự nhận thức; ý thức về bản thân, trách nhiệm",チームの代表だという自覚を持って行動したい。
自己,じこ,bản thân,自己紹介をお願いします。
失言,しつげん (する),lời nói lỡ; sự lỡ lời,会議での失言を反省し、相手に謝った。
実家,じっか,nhà cha mẹ; quê nhà,休みに実家へ帰る。
実在,じつざい (する),tồn tại thực sự; có thật,この小説の主人公は、実在した人物をモデルにしている。
実践,じっせん (する),thực hành,学んだ方法を仕事で実践する。
車庫,しゃこ,nhà để xe; gara,雨が降る前に、車を車庫に入れた。
車両,しゃりょう,phương tiện giao thông; toa xe,ベビーカーを利用する人は、こちらの車両に乗ってください。
主張,しゅちょう (する),khẳng định; chủ trương,会議で自分の意見を主張する。
取引,とりひき (する),"giao dịch; việc mua bán, làm ăn",新しい会社との取引が来月から始まる。
取材,しゅざい (する),thu thập tin; phỏng vấn,記者が現地で取材した。
手段,しゅだん,phương thức; biện pháp,電車は便利な交通手段だ。
首相,しゅしょう,thủ tướng,首相は記者会見で、新しい政策について説明した。
受賞,じゅしょう (する),nhận giải thưởng; đoạt giải,姉の作品が写真コンクールで受賞した。
需要,じゅよう,nhu cầu,夏は電力の需要が増える。
収益,しゅうえき,thu nhập từ hoạt động kinh doanh; khoản thu,このイベントの収益は、地域の活動に使われる。
収入,しゅうにゅう,thu nhập,毎月の収入と支出を記録する。
周囲,しゅうい,xung quanh,周囲の安全を確認する。
就職,しゅうしょく (する),xin việc; đi làm,卒業後、日本の会社に就職する。
修正,しゅうせい (する),sửa chữa,報告書の数字を修正する。
習慣,しゅうかん,thói quen; tập quán,毎朝走ることを習慣にしている。
従来,じゅうらい,"từ trước đến nay; trước đây, vốn có",新しい機械は、従来のものより電気を使わない。
重視,じゅうし (する),coi trọng,価格より品質を重視する。
重点,じゅうてん,trọng điểm; điểm được chú trọng,今月は会話の練習に重点を置いて勉強する。
祝日,しゅくじつ,ngày lễ,祝日は銀行が休みになる。
縮小,しゅくしょう (する),thu nhỏ; thu hẹp; giảm quy mô,印刷する前に、画像を半分の大きさに縮小した。
準備,じゅんび (する),chuẩn bị,旅行の準備を始める。
初日,しょにち,ngày đầu tiên,旅行の初日は京都を観光した。
所有,しょゆう (する),sở hữu,この土地は市が所有している。
助言,じょげん (する),lời khuyên; khuyên bảo,先生の助言を受けて、勉強の計画を見直した。
商店,しょうてん,cửa hàng; tiệm buôn,駅前には、昔からある小さな商店が並んでいる。
消去,しょうきょ (する),"xóa; xóa bỏ (dữ liệu, chữ viết)",必要なデータまで消去しないように注意してください。
消費,しょうひ (する),tiêu thụ; tiêu dùng,電気の消費を減らしたい。
消滅,しょうめつ (する),biến mất; tiêu vong; không còn tồn tại,何も対策をしなければ、この伝統は消滅してしまうかもしれない。
証言,しょうげん (する),lời khai; làm chứng,目撃者は、事故のとき信号が赤だったと証言した。
証人,しょうにん,nhân chứng; người làm chứng,事故を見た人が、裁判で証人として話した。
照会,しょうかい (する),"hỏi để xác minh; tra hỏi, yêu cầu cung cấp thông tin",申請の進み具合を担当部署に照会した。
情報,じょうほう,thông tin,旅行に行く前に、現地の交通情報を調べた。
条件,じょうけん,điều kiện,家賃が安く、駅に近いことが部屋探しの条件だ。
状況,じょうきょう,tình hình; tình trạng; hoàn cảnh,道路の状況によっては、到着が遅れることがあります。
状態,じょうたい,trạng thái; tình trạng,機械の状態を確認する。
職業,しょくぎょう,nghề nghiệp,将来の職業について考える。
