từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
発砲,はっぽう (する),nổ súng; bắn súng,発砲する音が聞こえ、人々は建物の中に避難した。
判決,はんけつ,phán quyết; bản án của tòa,裁判所は来週、この事件の判決を言い渡す予定だ。
判断,はんだん (する),phán đoán; nhận định; quyết định dựa trên đánh giá,見た目だけで人を判断してはいけない。
判定,はんてい (する),"phán định; kết luận, xác định theo tiêu chí",審判は映像を確認して、得点かどうかを判定した。
反応,はんのう (する),phản ứng,名前を呼ぶと、赤ちゃんは笑顔で反応した。
反感,はんかん,"ác cảm; sự bất bình, phản đối",一方的な説明は、かえって住民の反感を買った。
反響,はんきょう (する),"tiếng vang; sự hưởng ứng, phản hồi",新聞に載った記事は、大きな反響を呼んだ。
反撃,はんげき (する),phản công; đánh trả,後半に入ると、負けていたチームが反撃を始めた。
反省,はんせい (する),tự kiểm điểm; suy ngẫm về lỗi lầm,約束を忘れたことを反省し、次からはメモを取ることにした。
犯罪,はんざい,tội phạm; hành vi phạm tội,地域の人たちが協力して、犯罪のない町を目指している。
否定,ひてい (する),phủ định,彼はその噂を否定した。
批判,ひはん (する),phê bình; chỉ trích,他人を批判する前に、自分の行動も振り返ろう。
比較,ひかく (する),so sánh,二つの商品の価格を比較する。
比率,ひりつ,tỉ lệ; tỉ số,このクラスでは、留学生の比率が去年より高くなった。
皮肉,ひにく (な),mỉa mai; lời châm biếm; trớ trêu,遅刻した私に、彼は「ずいぶん早いね」と皮肉を言った。
秘密,ひみつ,bí mật,これは二人だけの秘密です。
被害,ひがい,thiệt hại; tổn thất,台風による農作物の被害が広がっている。
筆者,ひっしゃ,tác giả; người viết bài,この文章の筆者は、読書の大切さを伝えようとしている。
表情,ひょうじょう,biểu cảm; nét mặt,試験に合格したと聞いて、妹の表情が明るくなった。
評価,ひょうか (する),"đánh giá; nhận xét về giá trị, năng lực",結果だけでなく、努力した過程も評価してほしい。
品種,ひんしゅ,"giống; loại (cây trồng, vật nuôi, sản phẩm)",この品種のりんごは、甘みが強くて人気がある。
貧困,ひんこん,nghèo đói; sự túng thiếu,子どもの貧困を減らすために、食事を支援する活動がある。
貧富,ひんぷ,giàu nghèo,この国では、貧富の差を小さくすることが課題となっている。
不順,ふじゅん (な),"thất thường; không thuận lợi, không theo quy luật",天候不順が続き、野菜の収穫が遅れている。
不調,ふちょう (な),không khỏe; hoạt động không tốt; không suôn sẻ,プリンターが不調で、紙が何度も詰まってしまう。
普及,ふきゅう (する),phổ biến; lan rộng; phổ cập,スマートフォンの普及によって、写真の撮り方も変わった。
浮気,うわき (する),ngoại tình; không chung thủy; thay đổi sự ưa thích,彼はもう浮気をしないと、妻に約束した。
負債,ふさい,khoản nợ; nợ phải trả,店の経営が悪化し、多額の負債を抱えてしまった。
負担,ふたん (する),"gánh nặng; sự chịu trách nhiệm, chi phí",参加費は、学生の負担にならない金額に設定した。
舞台,ぶたい,"sân khấu; nơi diễn ra, bối cảnh",この小説は、小さな港町を舞台にしている。
部門,ぶもん,bộ phận; lĩnh vực; hạng mục,姉は食品会社の開発部門で働いている。
復習,ふくしゅう (する),ôn tập; học lại,授業が終わったら、その日のうちに復習するようにしている。
服装,ふくそう,trang phục,面接に合う服装を選ぶ。
複合,ふくごう (する),kết hợp nhiều yếu tố; phức hợp,駅前に、図書館とホールを備えた複合施設ができた。
物語,ものがたり,câu chuyện; truyện,子どもに昔の物語を話す。
物資,ぶっし,"vật tư; hàng hóa, nhu yếu phẩm",被災地に水や毛布などの支援物資を送った。
物事,ものごと,"sự vật, sự việc; mọi việc",物事を一つの面だけでなく、いろいろな角度から考えたい。
物体,ぶったい,vật thể,水に浮く物体と沈む物体の違いを、実験で調べた。
分解,ぶんかい (する),tháo rời; phân giải; phân hủy,修理のために時計を分解し、中の部品を調べた。
分業,ぶんぎょう (する),phân công lao động; chia nhau công việc,料理と片付けを分業したので、早く作業が終わった。
分析,ぶんせき (する),phân tích,アンケートの結果を分析して、利用者の希望を調べる。
分別,ぶんべつ (する),"phân loại; tách riêng (rác, đồ vật)",ごみは種類ごとに分別して出してください。
変換,へんかん (する),"chuyển đổi (dạng thức, mã, đơn vị)",入力したひらがなを漢字に変換する。
変形,へんけい (する),biến dạng; thay đổi hình dạng,熱で容器が変形して、ふたが閉まらなくなった。
保育,ほいく (する),"chăm sóc, nuôi dạy trẻ nhỏ",この施設では、夜間の保育も行っている。
保温,ほおん (する),giữ ấm; giữ nhiệt,この水筒は保温ができるので、冬でも温かいお茶が飲める。
保管,ほかん (する),bảo quản; cất giữ,大切な書類は、鍵のかかる引き出しに保管している。
保険,ほけん,bảo hiểm,海外旅行に行く前に、旅行保険に入った。
補給,ほきゅう (する),"tiếp tế; bổ sung (nước, nhiên liệu, năng lượng)",山を歩くときは、こまめに水分を補給してください。
補充,ほじゅう (する),bổ sung cho đủ; bù vào chỗ thiếu,店員が棚に足りない商品を補充している。
報告,ほうこく (する),báo cáo,調査の結果を上司に報告する。
報道,ほうどう (する),đưa tin; tường thuật trên truyền thông,新しい駅の開業が、テレビで大きく報道された。
崩壊,ほうかい (する),sụp đổ; tan rã,大雨で斜面が崩壊し、道路が通れなくなった。
方針,ほうしん,"phương châm; phương hướng, chủ trương",今年の方針を、チーム全員で話し合った。
法律,ほうりつ,pháp luật; luật,国によって法律が違うので、旅行前に確認しておこう。
暴力,ぼうりょく,bạo lực,どんな理由があっても、暴力で問題を解決してはいけない。
防止,ぼうし (する),ngăn ngừa; phòng chống,事故の防止のため、暗い道には街灯が設置された。
本音,ほんね,"ý nghĩ, mong muốn thật; lời thật lòng",友人には、遠慮せずに本音を話せる。
本気,ほんき,nghiêm túc; thật lòng; làm thật,本気で合格したいなら、毎日の勉強を続けよう。
本場,ほんば,"nơi xuất xứ; nơi nổi tiếng, chuẩn gốc của một sản phẩm hay nghệ thuật",旅行先で、本場の料理を味わった。
本心,ほんしん,lòng thật; ý nghĩ thật sự trong lòng,笑っていたが、彼の本心は分からなかった。
本能,ほんのう,bản năng,鳥は本能で巣を作ると言われている。
埋蔵,まいぞう (する),"chôn giấu; nằm trong lòng đất (tài nguyên, vật quý)",この地域には、大量の天然ガスが埋蔵されている。
万人,ばんにん,mọi người; tất cả mọi người,万人に好かれる作品を作るのは難しい。
魅力,みりょく,sức hấp dẫn; nét cuốn hút,この町の魅力は、自然が豊かで人が親切なことだ。
無言,むごん,im lặng; không nói lời nào,二人は無言のまま、駅まで歩いた。
無効,むこう (な),vô hiệu; không có hiệu lực,期限を過ぎたチケットは無効になります。
無断,むだん,không xin phép; tự ý,この写真を無断で使用しないでください。
面倒,めんどう (な),phiền phức; rắc rối; sự chăm sóc,弟の面倒を見てから、自分の宿題を始めた。
模様,もよう,"hoa văn; tình hình, diễn biến; có vẻ như",この皿には、青い花の模様が描かれている。
目下,もっか,hiện nay; ngay lúc này (cách đọc もっか),新しいシステムは目下、開発中です。
目撃,もくげき (する),tận mắt chứng kiến,交差点で事故を目撃し、すぐに警察へ連絡した。
目線,めせん,tầm mắt; hướng nhìn; góc nhìn,子どもの目線に立って、教室の安全を確認した。
目的,もくてき,mục đích,日本へ来た目的は、日本語と料理を学ぶことです。
優位,ゆうい (な),ưu thế; vị thế vượt trội,経験の豊富なチームが、試合を優位に進めている。
優先,ゆうせん (する),ưu tiên,混雑時は、予約した人が優先されます。
有効,ゆうこう (な),có hiệu lực; hữu hiệu,この割引券は、今月末まで有効です。
有力,ゆうりょく (な),"có thế lực, ảnh hưởng; có triển vọng, khả năng cao",優勝の有力な候補として、彼の名前が挙がっている。
予感,よかん (する),linh cảm; cảm giác báo trước,今日は何かいいことがありそうな予感がする。
予期,よき (する),dự liệu; dự tính trước; mong đợi,予期しない質問をされて、少し戸惑った。
予言,よげん (する),tiên đoán; lời tiên tri,物語の中で、老人は村の未来を予言した。
予告,よこく (する),báo trước; thông báo trước,映画館で来月公開される映画の予告を見た。
予想,よそう (する),dự đoán,明日の天気を予想する。
予防,よぼう (する),phòng ngừa; phòng tránh,風邪の予防のため、帰宅したら手を洗っている。
余裕,よゆう,"sự dư dả; thời gian, tiền bạc còn đủ; sự thong thả",電車に乗り遅れないように、余裕を持って家を出た。
様子,ようす,tình hình; dáng vẻ; biểu hiện,いつもと様子が違うので、友人に声をかけた。
用意,ようい (する),chuẩn bị; sắp sẵn,明日の朝慌てないように、今夜のうちに荷物を用意する。
用件,ようけん,"việc cần trao đổi, giải quyết; nội dung liên hệ",お電話の方は、お名前とご用件をお伝えください。
要求,ようきゅう (する),yêu cầu; đòi hỏi,利用者は、サービスの改善を会社に要求した。
要請,ようせい (する),"đề nghị; yêu cầu sự giúp đỡ, hợp tác một cách chính thức",市は隣の町に、災害復旧の支援を要請した。
要約,ようやく (する),tóm tắt; bản tóm tắt,長い文章を、三つの文に要約してください。
養成,ようせい (する),"đào tạo; bồi dưỡng, rèn luyện năng lực",この学校は、日本語教師の養成に力を入れている。
翌日,よくじつ,ngày hôm sau,注文した品は翌日に届いた。
利益,りえき,lợi nhuận; lợi ích,材料費が上がり、売り上げが増えても利益は少なかった。
利子,りし,"tiền lãi; lãi vay, lãi tiền gửi",借りたお金は、利子を付けて返すことになっている。
理性,りせい,lý trí,腹が立ったが、理性を失わずに落ち着いて話した。
理由,りゆう,lý do; nguyên do,遅刻した理由を、先生に説明した。
理論,りろん,lý thuyết; lý luận,授業で学んだ理論を、実験で確かめてみた。
流出,りゅうしゅつ (する),chảy ra ngoài; thất thoát; rò rỉ,個人情報の流出を防ぐため、管理方法を見直した。
了解,りょうかい (する),hiểu và đồng ý; chấp thuận,日程を変更する前に、参加者の了解を得た。
