từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
手口,てぐち,thủ đoạn; cách thức gây án,詐欺の手口が巧妙になった。
手際,てぎわ,sự khéo léo khi xử lý,手際よく料理を作る。
手順,てじゅん,trình tự thao tác,手順に従って進める。
手錠,てじょう,còng tay,容疑者に手錠をかけた。
手数,てかず,công sức; số thao tác,お手数をおかけします。
手当,てあて,phụ cấp; sơ cứu,けが人に応急手当をした。
手配,てはい (する),sắp xếp; bố trí,宿泊先を手配する。
手薄,てうす (な),thiếu lực lượng; sơ hở,夜は警備が手薄になる。
手法,しゅほう,phương pháp; thủ pháp,新しい分析手法を使う。
種子,しゅし,hạt giống,種子を土にまく。
趣旨,しゅし,ý chính; mục đích,企画の趣旨を説明する。
受給,じゅきゅう (する),"nhận tiền trợ cấp, lương hưu",年金を受給している。
受理,じゅり (する),tiếp nhận chính thức,申請が受理された。
寿命,じゅみょう,tuổi thọ,電池の寿命が短くなった。
授与,じゅよ (する),trao tặng,優勝者に賞状を授与する。
樹木,じゅもく,cây cối,公園の樹木を守る。
樹立,じゅりつ (する),thiết lập; lập nên,世界記録を樹立した。
激務,げきむ,công việc quá nặng nhọc,激務が続いて疲れた。
収穫,しゅうかく (する),thu hoạch,秋に米を収穫する。
収支,しゅうし,thu và chi,収支のバランスを取る。
収集,しゅうしゅう (する),sưu tầm; thu thập,切手を趣味で収集している。
収縮,しゅうしゅく (する),co lại,寒さで筋肉が収縮する。
収束,しゅうそく (する),thu về một điểm; dần ổn định,混乱が収束した。
収容,しゅうよう (する),chứa; tiếp nhận người vào cơ sở,この会場は千人を収容できる。
周期,しゅうき,chu kỳ,一定の周期で変化する。
就活,しゅうかつ (する),tìm việc làm,大学三年から就活を始めた。
就業,しゅうぎょう (する),làm việc; bắt đầu công việc,就業時間を記録する。
修学,しゅうがく (する),theo học; học tập,留学先で修学を続ける。
修行,しゅぎょう (する),tu luyện; học nghề,寺で修行する。
修士,しゅうし,thạc sĩ,修士の学位を取得した。
修飾,しゅうしょく (する),bổ nghĩa; tô điểm,形容詞が名詞を修飾する。
修繕,しゅうぜん (する),sửa chữa,屋根を修繕する。
修復,しゅうふく (する),khôi phục; phục chế,古い絵を修復する。
修了,しゅうりょう (する),hoàn thành khóa học,研修を修了した。
秀作,しゅうさく,tác phẩm xuất sắc,若い作家の秀作を読む。
終始,しゅうし,từ đầu đến cuối,終始、穏やかな雰囲気だった。
終息,しゅうそく (する),chấm dứt; lắng xuống,騒ぎが終息した。
終日,しゅうじつ,suốt ngày,終日、雨が降った。
襲撃,しゅうげき (する),tấn công bất ngờ,拠点が襲撃された。
充実,じゅうじつ (する),đầy đủ; phong phú; viên mãn,支援体制を充実させる。
従事,じゅうじ (する),"tham gia làm nghề, công việc",医療に従事している。
従属,じゅうぞく (する),phụ thuộc; lệ thuộc,他国に従属しない。
渋滞,じゅうたい (する),tắc nghẽn giao thông,事故で道路が渋滞している。
重傷,じゅうしょう,bị thương nặng,事故で重傷を負った。
重複,ちょうふく/じゅうふく (する),trùng lặp,同じ内容が重複している。
重宝,ちょうほう (する),coi là hữu ích; dùng rất tiện,この道具を重宝している。
宿命,しゅくめい,số phận đã định,避けられない宿命だと感じた。
熟慮,じゅくりょ (する),suy xét thấu đáo,熟慮したうえで決めた。
出没,しゅつぼつ (する),lúc xuất hiện lúc biến mất,山に熊が出没する。
瞬時,しゅんじ,trong khoảnh khắc,瞬時に判断する。
巡回,じゅんかい (する),đi tuần; đi một vòng,警備員が館内を巡回する。
順応,じゅんのう (する),thích nghi,新しい環境に順応する。
順序,じゅんじょ,thứ tự,順序を守って説明する。
微塵,みじん,mảnh vụn rất nhỏ; chút ít,疑う気持ちは微塵もない。
処置,しょち (する),xử trí; biện pháp xử lý,適切な処置を取る。
処罰,しょばつ (する),trừng phạt,違反者を処罰する。
処分,しょぶん (する),xử lý; thanh lý; kỷ luật,不要な家具を処分する。
処理,しょり (する),xử lý,大量のデータを処理する。
初耳,はつみみ,lần đầu nghe thấy,その話は初耳だ。
所在,しょざい,nơi ở; vị trí hiện hữu,資料の所在を確認する。
所持,しょじ (する),sở hữu; mang theo,免許証を所持している。
所定,しょてい,được quy định sẵn,所定の用紙に記入する。
庶民,しょみん,người dân bình thường,庶民の暮らしを描く。
署名,しょめい (する),ký tên,契約書に署名する。
書式,しょしき,thể thức văn bản,書式を統一する。
書評,しょひょう,bài bình sách,新聞の書評を読む。
書面,しょめん,văn bản,書面で通知する。
序列,じょれつ,thứ bậc,組織内の序列が変わった。
徐行,じょこう (する),đi chậm,交差点で徐行する。
除外,じょがい (する),loại trừ,対象から除外する。
傷跡,きずあと,vết sẹo; dấu tổn thương,腕に傷跡が残った。
奨励,しょうれい (する),khuyến khích,読書を奨励する。
小銭,こぜに,tiền lẻ,小銭を財布に入れる。
承諾,しょうだく (する),ưng thuận,依頼を承諾する。
承認,しょうにん (する),phê duyệt; công nhận,申請を承認する。
昇進,しょうしん (する),thăng chức,課長に昇進した。
消息,しょうそく,tin tức; tung tích,友人の消息を尋ねる。
焦点,しょうてん,tiêu điểm; trọng tâm,問題の焦点を絞る。
照合,しょうごう (する),đối chiếu,名簿と照合する。
照明,しょうめい,chiếu sáng; đèn,舞台の照明が明るい。
症状,しょうじょう,triệu chứng,症状が改善した。
衝撃,しょうげき,cú sốc; lực va đập,知らせに衝撃を受けた。
衝突,しょうとつ (する),va chạm; xung đột,交差点で車が衝突した。
証拠,しょうこ,chứng cứ,犯人を示す証拠が見つかった。
詳細,しょうさい,chi tiết,日程の詳細をメールで送る。
