từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
昨今,さっこん,gần đây; hiện nay,昨今、働き方が変化している。
錯覚,さっかく (する),ảo giác; nhận thức nhầm,目の錯覚を利用した絵だ。
察知,さっち (する),nhận ra qua dấu hiệu,危険を察知して逃げた。
殺到,さっとう (する),đổ dồn đến,店に注文が殺到した。
雑貨,ざっか,đồ dùng lặt vặt,生活雑貨を売る店に入った。
参観,さんかん (する),tham quan; dự giờ,保護者が授業を参観する。
参照,さんしょう (する),đối chiếu; tham chiếu,詳しくは別紙を参照してください。
参上,さんじょう (する),đến; có mặt một cách khiêm nhường,明日、ご自宅に参上します。
山岳,さんがく,núi non,山岳地帯を調査する。
山頂,さんちょう,đỉnh núi,夕方に山頂へ着いた。
山脈,さんみゃく,dãy núi,遠くに山脈が見える。
惨事,さんじ,thảm họa; tai nạn thảm khốc,大惨事を防ぐ対策が必要だ。
惨敗,さんぱい (する),thua thảm hại,初戦で惨敗した。
産出,さんしゅつ (する),sản xuất; khai thác ra,この地域は銅を産出する。
産物,さんぶつ,sản vật; sản phẩm của quá trình,これは長年の努力の産物だ。
酸化,さんか (する),oxy hóa,鉄が酸化してさびる。
残金,ざんきん,số tiền còn lại,残金を確認する。
残高,ざんだか,số dư,口座の残高を調べた。
仕業,しわざ,việc làm thường mang nghĩa xấu,誰の仕業か分からない。
仕草,しぐさ,cử chỉ,猫の仕草がかわいい。
刺激,しげき (する),kích thích,辛い料理が食欲を刺激する。
司法,しほう,tư pháp,司法の独立を守る。
始末,しまつ (する),xử lý; thu dọn,火の始末を忘れない。
姿勢,しせい,tư thế; thái độ,正しい姿勢で椅子に座る。
師匠,ししょう,sư phụ; thầy dạy nghề,師匠から技を学ぶ。
師弟,してい,thầy và trò,二人には師弟の関係がある。
志向,しこう (する),hướng tới,若者は安定した生活を志向する。
思索,しさく (する),suy tư sâu sắc,静かな場所で思索にふける。
思惑,おもわく,ý đồ; dự tính,思惑どおりには進まなかった。
指揮,しき (する),chỉ huy,現場で作業を指揮する。
指図,さしず (する),ra lệnh; sai bảo,人に指図されるのが苦手だ。
指摘,してき (する),chỉ ra; góp ý,先生が文章の誤りを指摘した。
指標,しひょう,chỉ số; tiêu chí đánh giá,判断の指標を定める。
指紋,しもん,dấu vân tay,指紋で本人を確認する。
指令,しれい (する),mệnh lệnh,本部から指令が出た。
支援,しえん (する),hỗ trợ,被災者の生活を支援する。
支障,ししょう,trở ngại,業務に支障が出た。
施工,せこう (する),thi công,地元の会社が工事を施工する。
