từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
窒息,ちっそく (する),ngạt thở,煙で窒息しかけた。
着眼,ちゃくがん (する),chú ý đến điểm quan trọng,問題の本質に着眼する。
着工,ちゃっこう (する),khởi công,新校舎の建設に着工した。
着手,ちゃくしゅ (する),bắt tay vào,調査に着手する。
着色,ちゃくしょく (する),tô màu; nhuộm màu,模型に着色する。
着目,ちゃくもく (する),chú ý; tập trung vào,小さな変化に着目する。
中核,ちゅうかく,nòng cốt; trung tâm,事業の中核を担う。
中旬,ちゅうじゅん,giữa tháng,桜は四月中旬に咲く。
中傷,ちゅうしょう (する),vu khống; bôi nhọ,他人を中傷してはいけない。
中枢,ちゅうすう,trung khu; bộ phận đầu não,組織の中枢で働く。
中退,ちゅうたい (する),bỏ học giữa chừng,大学を中退した。
中毒,ちゅうどく,ngộ độc; nghiện,食中毒を防ぐ。
中和,ちゅうわ (する),trung hòa,酸をアルカリで中和する。
仲人,なこうど,người mai mối,叔父が仲人を務めた。
忠告,ちゅうこく (する),lời khuyên răn,友人に忠告する。
抽選,ちゅうせん (する),bốc thăm,抽選で当選者を決める。
兆候,ちょうこう,dấu hiệu báo trước,回復の兆候が見える。
彫刻,ちょうこく (する),điêu khắc,木に模様を彫刻する。
徴収,ちょうしゅう (する),"thu tiền, thuế theo quy định",会費を徴収する。
聴覚,ちょうかく,thính giác,聴覚の検査を受ける。
聴講,ちょうこう (する),dự thính,大学の講義を聴講する。
聴取,ちょうしゅ (する),nghe; lấy lời khai,関係者から事情を聴取する。
調整,ちょうせい (する),điều chỉnh để phù hợp,日程を調整する。
調節,ちょうせつ (する),điều tiết mức độ,室温を調節する。
調達,ちょうたつ (する),thu xếp để có; mua sắm,必要な資材を調達する。
頂点,ちょうてん,đỉnh cao; đỉnh hình học,世界の頂点に立つ。
鳥肌,とりはだ,nổi da gà,感動して鳥肌が立った。
直属,ちょくぞく,trực thuộc,直属の上司に相談する。
直面,ちょくめん (する),đối mặt,難題に直面する。
沈没,ちんぼつ (する),chìm tàu,船が沈没した。
沈黙,ちんもく (する),im lặng,質問に対して沈黙した。
鎮圧,ちんあつ (する),trấn áp,暴動を鎮圧する。
津波,つなみ,sóng thần,津波から避難する。
墜落,ついらく (する),rơi từ trên cao,飛行機が墜落した。
追及,ついきゅう (する),truy cứu; chất vấn đến cùng,責任を追及する。
追求,ついきゅう (する),theo đuổi mục tiêu,理想を追求する。
追放,ついほう (する),trục xuất; loại bỏ,組織から追放された。
痛感,つうかん (する),thấm thía; cảm nhận sâu sắc,準備の大切さを痛感した。
通算,つうさん (する),cộng dồn,通算で百試合に出場した。
通常,つうじょう,thông thường,通常は九時に開店する。
通知,つうち (する),thông báo,結果を本人に通知する。
通報,つうほう (する),báo cho cơ quan có trách nhiệm,警察に通報する。
停滞,ていたい (する),đình trệ,交渉が停滞している。
堤防,ていぼう,đê,堤防を補強する。
定義,ていぎ (する),định nghĩa,言葉の意味を定義する。
定理,ていり,định lý,定理を証明する。
抵抗,ていこう (する),chống lại; sức cản,変化に抵抗する。
提携,ていけい (する),hợp tác liên kết,海外企業と提携する。
提唱,ていしょう (する),đề xướng,新しい理論を提唱する。
訂正,ていせい (する),đính chính,誤りを訂正する。
泥沼,どろぬま,đầm lầy; tình thế sa lầy,交渉が泥沼に陥った。
摘出,てきしゅつ (する),lấy ra; phẫu thuật cắt bỏ,腫瘍を摘出する。
摘発,てきはつ (する),phát hiện và xử lý vi phạm,不正を摘発する。
適応,てきおう (する),thích ứng,環境に適応する。
適性,てきせい,năng khiếu phù hợp; sự phù hợp,仕事への適性を調べる。
徹底,てってい (する),triệt để,安全管理を徹底する。
徹夜,てつや (する),thức suốt đêm,徹夜で原稿を書いた。
撤回,てっかい (する),rút lại,発言を撤回する。
撤去,てっきょ (する),dỡ bỏ,古い看板を撤去する。
撤収,てっしゅう (する),thu dọn và rút đi,機材を撤収する。
鉄鋼,てっこう,sắt thép,鉄鋼の生産が増えた。
鉄棒,てつぼう,xà đơn; thanh sắt,鉄棒で逆上がりをする。
天職,てんしょく,nghề phù hợp với thiên hướng,教師は私の天職だ。
天罰,てんばつ,hình phạt của trời,悪事への天罰だと考えた。
添削,てんさく (する),chữa bài viết,先生が作文を添削する。
添付,てんぷ (する),đính kèm,メールに資料を添付する。
転換,てんかん (する),chuyển đổi,方針を転換する。
転勤,てんきん (する),chuyển công tác,父は大阪支店へ転勤する。
転落,てんらく (する),rơi xuống; sa sút,階段から転落した。
点滅,てんめつ (する),nhấp nháy,ランプが点滅する。
伝来,でんらい (する),được truyền từ nơi khác đến,この技術は海外から伝来した。
殿様,とのさま,lãnh chúa thời xưa,殿様が城に住んでいた。
度胸,どきょう,lòng gan dạ,大勢の前でも度胸がある。
度量,どりょう,lòng bao dung,失敗を許す度量がある。
土手,どて,bờ đất cao; bờ đê,川の土手を歩く。
土台,どだい,nền móng,建物の土台を固める。
土俵,どひょう,sàn đấu sumo; sân chơi tranh luận,力士が土俵に上がる。
奴隷,どれい,nô lệ,奴隷制度の歴史を学ぶ。
投棄,とうき (する),vứt bỏ trái phép,ごみを投棄してはいけない。
投稿,とうこう (する),gửi bài; đăng bài,雑誌に作品を投稿する。
投入,とうにゅう (する),đưa vào; huy động vào,新事業に資金を投入する。
答弁,とうべん (する),trả lời chất vấn,大臣が国会で答弁する。
統制,とうせい (する),kiểm soát tập trung,政府が価格を統制する。
統率,とうそつ (する),chỉ huy một tập thể,部隊を統率する。
討議,とうぎ (する),thảo luận,課題について討議する。
踏襲,とうしゅう (する),làm theo cách có sẵn,従来の方針を踏襲する。
陶器,とうき,đồ gốm,陶器の皿を買った。
陶芸,とうげい,nghệ thuật làm gốm,陶芸を習う。
闘志,とうし,ý chí chiến đấu,闘志を燃やす。
動機,どうき,động cơ,応募の動機を話す。
動向,どうこう,xu hướng diễn biến,市場の動向を追う。
動揺,どうよう (する),dao động; bối rối,突然の知らせに動揺した。
同志,どうし,người cùng chí hướng,同志と力を合わせる。
同棲,どうせい (する),sống chung như vợ chồng,恋人と同棲している。
同調,どうちょう (する),đồng tình; hòa theo,相手の意見に同調する。
同等,どうとう,ngang bằng,二つの製品は同等の性能だ。
同伴,どうはん (する),đi cùng,子供には保護者が同伴する。
同封,どうふう (する),gửi kèm trong cùng phong bì,手紙に写真を同封する。
