từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
信念,しんねん,niềm tin kiên định,自分の信念を貫く。
侵攻,しんこう (する),tiến công xâm nhập,軍が隣国に侵攻した。
侵入,しんにゅう (する),xâm nhập,建物に不審者が侵入した。
侵略,しんりゃく (する),xâm lược,他国を侵略してはならない。
審議,しんぎ (する),thảo luận để quyết định,法案を審議する。
審査,しんさ (する),thẩm tra; xét duyệt,応募作品を審査する。
心境,しんきょう,tâm trạng trong một hoàn cảnh,今の心境を語る。
心情,しんじょう,tình cảm; tâm tư,相手の心情を察する。
心地,ここち,cảm giác,座り心地のよい椅子だ。
心中,しんじゅう (する),cùng tự sát,小説は恋人同士の心中を描く。
心得,こころえ,điều cần biết; quy tắc ứng xử,接客の心得を学ぶ。
振興,しんこう (する),chấn hưng; thúc đẩy phát triển,地域産業を振興する。
新興,しんこう,mới nổi,新興企業が成長している。
新婚,しんこん,mới kết hôn,新婚の二人を祝う。
新築,しんちく,xây mới,駅前に家を新築した。
新薬,しんやく,thuốc mới,新薬の開発が進む。
深刻,しんこく (な),nghiêm trọng,深刻な問題が起きた。
申告,しんこく (する),khai báo,収入を申告する。
申請,しんせい (する),xin; đăng ký; nộp đơn,休暇を申請する。
真下,ました,ngay bên dưới,橋の真下を船が通る。
真珠,しんじゅ,ngọc trai,真珠の首飾りを贈る。
真上,まうえ,ngay phía trên,頭の真上を鳥が飛んだ。
真相,しんそう,sự thật phía sau sự việc,事件の真相を探る。
真理,しんり,chân lý,科学の真理を追究する。
神秘,しんぴ,điều huyền bí,宇宙の神秘にひかれる。
紳士,しんし,quý ông,礼儀正しい紳士に会った。
親交,しんこう,quan hệ thân thiết,作家同士で親交がある。
親善,しんぜん,hữu nghị,親善試合を行う。
診療,しんりょう (する),khám và điều trị,医師が患者を診療する。
身柄,みがら,con người xét về việc quản thúc,警察が容疑者の身柄を確保した。
辛抱,しんぼう (する),chịu đựng; nhẫn nại,もう少し辛抱する。
進撃,しんげき (する),tiến công,軍が前線へ進撃した。
進捗,しんちょく,tiến độ,作業の進捗を確認する。
震災,しんさい,thảm họa động đất,震災の経験を語り継ぐ。
人影,ひとかげ,bóng người,暗闇に人影が見えた。
人質,ひとじち,con tin,人質が解放された。
人出,ひとで,"lượng người ra đường, tham dự",祭りは多くの人出でにぎわった。
人波,ひとなみ,dòng người,駅前の人波に紛れる。
人柄,ひとがら,tính cách; phẩm chất con người,温かい人柄にひかれた。
人脈,じんみゃく,mạng lưới quan hệ,仕事を通して人脈を広げる。
図星,ずぼし,đúng điều bị che giấu; trúng phóc,指摘が図星で返事に困った。
吹雪,ふぶき,bão tuyết,吹雪で道が見えない。
推移,すいい (する),diễn biến theo thời gian,売上の推移を調べる。
推進,すいしん (する),thúc đẩy,改革を推進する。
推薦,すいせん (する),giới thiệu; tiến cử,候補者を推薦する。
推測,すいそく (する),phỏng đoán,結果から原因を推測する。
推理,すいり (する),suy luận,手掛かりから犯人を推理する。
水気,みずけ,hơi ẩm; nước còn bám,野菜の水気を切る。
水田,すいでん,ruộng lúa nước,水田に苗を植える。
睡眠,すいみん,giấc ngủ,健康には十分な睡眠が必要だ。
衰退,すいたい (する),suy thoái,産業が衰退した。
遂行,すいこう (する),thực hiện đến cùng,任務を遂行する。
随時,ずいじ,bất cứ lúc nào thích hợp,質問は随時受け付ける。
世論,よろん/せろん,dư luận,世論の動向を調べる。
是正,ぜせい (する),chấn chỉnh,不公平を是正する。
制限,せいげん (する),hạn chế; giới hạn,入場者の人数を制限する。
制裁,せいさい (する),trừng phạt; chế tài,違反国に制裁を科す。
制定,せいてい (する),ban hành,新しい規則を制定する。
征服,せいふく (する),chinh phục,周辺の国を征服した。
成就,じょうじゅ (する),thành tựu; đạt nguyện vọng,長年の願いが成就した。
成熟,せいじゅく (する),trưởng thành; chín muồi,社会が成熟する。
整頓,せいとん,sắp xếp gọn gàng,机の上を整頓する。
整列,せいれつ (する),xếp hàng,入口で整列する。
晴天,せいてん,trời quang đãng,晴天に恵まれた。
正規,せいき,chính quy; chính thức,正規の手続きを取る。
生涯,しょうがい,suốt đời; cuộc đời,生涯を研究にささげた。
生身,なまみ,cơ thể sống bằng xương thịt,生身の人間には休息が必要だ。
生息,せいそく (する),sinh sống của động vật,この鳥は湿地に生息する。
精算,せいさん (する),tính toán và thanh toán chính xác,旅費を精算する。
精進,しょうじん (する),chuyên tâm rèn luyện,技術の向上に精進する。
製鉄,せいてつ,sản xuất sắt thép,製鉄の歴史を学ぶ。
西欧,せいおう,Tây Âu,西欧の文化を研究する。
誠意,せいい,thành ý,誠意をもって対応する。
静止,せいし (する),đứng yên; dừng chuyển động,物体が空中で静止した。
税務,ぜいむ,nghiệp vụ thuế,税務を担当する。
責務,せきむ,trách nhiệm phải hoàn thành,責務を果たす。
赤面,せきめん (する),đỏ mặt vì xấu hổ,褒められて赤面した。
跡地,あとち,khu đất sau khi công trình cũ bị dỡ,工場の跡地に公園ができた。
摂取,せっしゅ (する),hấp thu; đưa dinh dưỡng vào cơ thể,十分な水分を摂取する。
窃盗,せっとう (する),trộm cắp,窃盗の被害を届けた。
説教,せっきょう (する),răn dạy; thuyết giáo,父に説教された。
雪崩,なだれ,tuyết lở,山で雪崩が発生した。
絶賛,ぜっさん (する),hết lời khen ngợi,作品を絶賛する。
絶頂,ぜっちょう,đỉnh cao nhất,人気の絶頂にある。
絶望,ぜつぼう (する),tuyệt vọng,結果を知って絶望した。
絶滅,ぜつめつ (する),tuyệt chủng,この動物は絶滅した。
先導,せんどう (する),dẫn đường; dẫn đầu,案内人が一行を先導する。
先方,せんぽう,phía đối tác; bên kia,先方の都合を確認する。
占領,せんりょう (する),chiếm đóng,軍が町を占領した。
宣教,せんきょう (する),truyền giáo,海外で宣教を行う。
宣言,せんげん (する),tuyên bố,独立を宣言した。
宣誓,せんせい (する),tuyên thệ,選手が宣誓する。
宣伝,せんでん (する),tuyên truyền; quảng bá,新商品をテレビで宣伝する。
