từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
郷土,きょうど,quê hương; địa phương,郷土の歴史を調べる。
驚異,きょうい,điều kỳ diệu đáng kinh ngạc,自然の驚異に触れた。
仰天,ぎょうてん (する),sửng sốt,突然の知らせに仰天した。
凝縮,ぎょうしゅく (する),cô đọng; ngưng tụ,一冊に知識が凝縮されている。
業者,ぎょうしゃ,đơn vị kinh doanh; nhà thầu,修理を業者に頼む。
業績,ぎょうせき,thành tích kinh doanh; thành tựu,会社の業績が回復した。
極意,ごくい,bí quyết tinh túy,料理の極意を教わった。
極楽,ごくらく,cõi cực lạc; sự sung sướng,温泉につかると極楽だ。
極限,きょくげん,giới hạn cuối cùng,体力の極限に挑む。
勤労,きんろう,lao động,勤労の大切さを学ぶ。
均衡,きんこう,sự cân bằng,需要と供給の均衡を保つ。
禁物,きんもつ,điều phải tránh,運転中の油断は禁物だ。
筋道,すじみち,trình tự logic; mạch lý lẽ,筋道を立てて説明する。
緊急,きんきゅう,khẩn cấp,緊急の会議が開かれた。
近眼,きんがん,cận thị,近眼なので眼鏡をかける。
近況,きんきょう,tình hình gần đây,手紙で近況を知らせる。
近郊,きんこう,vùng ngoại ô,東京近郊に住んでいる。
近接,きんせつ (する),ở gần; sát nhau,駅に近接する土地を買った。
吟味,ぎんみ (する),xem xét kỹ; lựa chọn kỹ,材料を吟味して選ぶ。
苦境,くきょう,tình cảnh khó khăn,経営の苦境を乗り切る。
苦情,くじょう,lời phàn nàn,店員の態度に苦情が出た。
苦戦,くせん (する),chiến đấu khó khăn,強い相手に苦戦した。
駆使,くし (する),vận dụng thành thạo,知識を駆使して解決した。
駆除,くじょ (する),diệt trừ,害虫を駆除する。
空腹,くうふく,đói bụng,空腹で集中できない。
屈指,くっし,hàng đầu; đếm trên đầu ngón tay,国内屈指の名所を訪ねた。
屈折,くっせつ (する),khúc xạ; sự lệch lạc phức tạp,光が水中で屈折する。
群衆,ぐんしゅう,đám đông,広場に群衆が集まった。
軍艦,ぐんかん,tàu chiến,港に軍艦が停泊している。
傾斜,けいしゃ,độ nghiêng; dốc,屋根の傾斜が急だ。
刑罰,けいばつ,hình phạt,犯罪に応じた刑罰が科される。
形見,かたみ,kỷ vật của người đã mất,祖母の形見を大切にする。
形勢,けいせい,cục diện; thế trận,試合の形勢が変わった。
形態,けいたい,hình thái; dạng thức,働く形態は多様になった。
掲載,けいさい (する),đăng tải,雑誌に記事が掲載された。
経緯,けいい,diễn biến; đầu đuôi sự việc,決定までの経緯を説明する。
経歴,けいれき,"quá trình học tập, công tác",履歴書に経歴を書く。
継続,けいぞく (する),tiếp tục; duy trì,治療を継続する必要がある。
警戒,けいかい (する),cảnh giác; đề phòng,土砂災害を警戒する。
