từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
言論,げんろん,ngôn luận,言論の自由を守る。
古来,こらい,từ xa xưa,古来、この山は神聖とされた。
固執,こしつ (する),khăng khăng; cố chấp,自分の意見に固執する。
孤児,こじ,trẻ mồ côi,孤児を支援する団体に寄付した。
孤独,こどく (な),cô độc,一人で孤独な夜を過ごす。
孤立,こりつ (する),bị cô lập,村が大雪で孤立した。
戸惑,とまどい,bối rối; lúng túng,突然の変更に戸惑いを覚えた。
故障,こしょう (する),hỏng hóc,車が故障した。
誇張,こちょう (する),phóng đại,話を誇張して伝えた。
互角,ごかく,ngang sức,両者は互角に戦った。
娯楽,ごらく,giải trí,休日は映画などの娯楽を楽しむ。
後援,こうえん (する),hậu thuẫn; bảo trợ,市が大会を後援している。
後退,こうたい (する),lùi lại; thoái lui,車をゆっくり後退させた。
誤差,ごさ,sai số,測定には誤差がある。
交易,こうえき (する),giao thương,港町は交易で栄えた。
交渉,こうしょう (する),đàm phán,価格について取引先と交渉する。
光沢,こうたく,độ bóng; ánh bóng,布に美しい光沢がある。
公募,こうぼ (する),tuyển công khai,作品を全国から公募する。
功績,こうせき,công lao; thành tích,長年の功績をたたえる。
効率,こうりつ,hiệu suất,作業の効率を上げる。
口先,くちさき,lời nói suông; đầu môi,口先だけで行動しない。
口頭,こうとう,bằng lời nói,結果を口頭で伝える。
好意,こうい,thiện ý; cảm tình,相手の好意に感謝する。
好況,こうきょう,tình hình kinh tế thuận lợi,好況で求人が増えた。
好評,こうひょう (な),được đánh giá tốt,新商品は好評だ。
工面,くめん (する),xoay xở để có tiền,学費を工面した。
幸運,こううん (な),may mắn,幸運にも席が空いていた。
抗議,こうぎ (する),phản đối,不公平な扱いに抗議する。
抗争,こうそう (する),tranh chấp; đối đầu,組織間の抗争が続く。
拘束,こうそく (する),giam giữ; ràng buộc,長時間、身柄を拘束された。
控除,こうじょ (する),khấu trừ,給与から税金が控除される。
構想,こうそう (する),ý tưởng tổng thể; phác thảo kế hoạch,新しい町の姿を構想する。
甲斐,かい,giá trị; thành quả xứng đáng,努力した甲斐があった。
皇居,こうきょ,hoàng cung Nhật Bản,皇居の周辺を歩く。
耕作,こうさく (する),canh tác,この土地を耕作している。
考慮,こうりょ (する),cân nhắc,費用も考慮して決める。
肯定,こうてい (する),khẳng định; tán thành,彼の意見を全面的に肯定した。
航海,こうかい (する),chuyến đi biển; đi biển,長い航海を終えた。
荒廃,こうはい (する),hoang tàn; suy đồi,戦争で町が荒廃した。
講習,こうしゅう,khóa hướng dẫn; tập huấn,安全講習を受ける。
講読,こうどく (する),đọc và giảng giải văn bản,授業で古典を講読する。
貢献,こうけん (する),cống hiến,地域の発展に貢献した。
購読,こうどく (する),đặt mua để đọc,新聞を購読している。
購買,こうばい (する),mua hàng,消費者の購買意欲が高まる。
鉱業,こうぎょう,ngành khai khoáng,鉱業で発展した町だ。
降参,こうさん (する),đầu hàng; chịu thua,難問に降参した。
降伏,こうふく (する),đầu hàng trong chiến đấu,敵軍が降伏した。
高低,こうてい,cao thấp; chênh lệch độ cao,声の高低を意識する。
合間,あいま,khoảng thời gian xen giữa,仕事の合間に休む。
合唱,がっしょう (する),hợp xướng,クラス全員で合唱した。
合席,あいせき (する),ngồi chung bàn,満席なので合席をお願いした。
合奏,がっそう (する),hòa tấu,楽器を持ち寄って合奏する。
合致,がっち (する),phù hợp; trùng khớp,条件が希望に合致した。
合点,がてん,sự hiểu ra; tán đồng,説明を聞いて合点がいった。
合併,がっぺい (する),sáp nhập,二つの会社が合併した。
豪邸,ごうてい,dinh thự sang trọng,丘の上に豪邸が建つ。
克服,こくふく (する),khắc phục,苦手な発音を克服した。
告訴,こくそ (する),tố cáo hình sự,被害者が加害者を告訴した。
国交,こっこう,quan hệ ngoại giao,両国が国交を回復した。
国防,こくぼう,quốc phòng,国防について議論する。
国連,こくれん,Liên Hợp Quốc,国連の活動を調べる。
昆虫,こんちゅう,côn trùng,森で昆虫を観察する。
根気,こんき,sự kiên trì,根気よく練習を続ける。
根拠,こんきょ,căn cứ,判断の根拠を示す。
根源,こんげん,cội nguồn,不安の根源を探る。
根底,こんてい,nền tảng sâu xa,その考えの根底には愛情がある。
根本,こんぽん,gốc rễ; căn bản,問題を根本から解決する。
混血,こんけつ,sự lai giữa các chủng tộc,資料に混血の歴史が記されている。
混合,こんごう (する),pha trộn,二種類の液体を混合する。
混沌,こんとん,hỗn độn,社会は混沌とした状況にある。
混乱,こんらん (する),hỗn loạn,停電で駅が混乱した。
差額,さがく,số tiền chênh lệch,差額を返金する。
砂糖,さとう,đường ăn,砂糖を少し加える。
砂漠,さばく,sa mạc,砂漠を旅した。
詐欺,さぎ,lừa đảo,詐欺の被害を届け出た。
挫折,ざせつ (する),nản chí vì thất bại; trở ngại lớn,一度挫折しても挑戦を続ける。
債務,さいむ,khoản nợ; nghĩa vụ trả nợ,債務を返済する。
催促,さいそく (する),thúc giục; đòi,返事を催促した。
催眠,さいみん,thôi miên; gây buồn ngủ,催眠の仕組みを研究する。
再三,さいさん,nhiều lần,再三注意した。
再発,さいはつ (する),tái phát,病気の再発を防ぐ。
最善,さいぜん,tốt nhất,今できる最善を尽くす。
採掘,さいくつ (する),khai thác khoáng sản,鉱山で石炭を採掘する。
採決,さいけつ (する),biểu quyết,議案の採決を行う。
採算,さいさん,khả năng có lãi,この価格では採算が合わない。
採取,さいしゅ (する),lấy mẫu; thu lấy,川の水を採取した。
採集,さいしゅう (する),thu thập mẫu,森で昆虫を採集した。
採択,さいたく (する),thông qua; chấp thuận lựa chọn,提案が採択された。
栽培,さいばい (する),trồng trọt,温室でトマトを栽培する。
歳月,さいげつ,năm tháng,長い歳月が流れた。
災害,さいがい,thiên tai; thảm họa,災害に備えて水を保存する。
