từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
職種,しょくしゅ,loại công việc; nhóm nghề,同じ会社でも、職種によって仕事内容は大きく違う。
職務,しょくむ,nhiệm vụ công việc; chức trách,彼は毎日、責任を持って職務を果たしている。
振込,ふりこみ,việc chuyển khoản,家賃の振込は、毎月二十五日までにお願いします。
新規,しんき,mới; lần đầu; việc bắt đầu mới,この店では、新規の会員を募集している。
真心,まごころ,tấm lòng chân thành; sự tận tâm,真心のこもった手紙をもらい、胸が温かくなった。
神経,しんけい,thần kinh,緊張で神経が疲れた。
身内,みうち,người thân; người trong gia đình,結婚式には身内だけを招く予定です。
進化,しんか (する),tiến hóa; phát triển lên một bước mới,携帯電話は、この二十年で大きく進化した。
進展,しんてん (する),tiến triển; sự phát triển của tình hình,話し合いに進展があり、解決の道が見えてきた。
進歩,しんぽ (する),tiến bộ,医療技術が大きく進歩した。
進路,しんろ,"hướng đi; định hướng học tập, nghề nghiệp",卒業後の進路について、先生に相談した。
人材,じんざい,nhân lực có năng lực; người tài,この会社は、海外で働ける人材を求めている。
人手,ひとで,nhân công; người phụ giúp,週末は店が忙しく、人手が足りない。
人情,にんじょう,tình người; tình cảm tự nhiên của con người,旅先で道を教えてもらい、人情の温かさを感じた。
人目,ひとめ,"ánh mắt, sự chú ý của người khác",人目が気になって、大きな声では話せなかった。
世帯,せたい,hộ gia đình,この町では、一人暮らしの世帯が増えている。
制服,せいふく,đồng phục,学校では制服を着る。
性質,せいしつ,tính chất; đặc tính; tính nết,この布には、水をはじく性質がある。
性別,せいべつ,giới tính,性別に関係なく、誰でもこの仕事に応募できる。
政権,せいけん,chính quyền; quyền điều hành nhà nước,選挙の結果、新しい政権が誕生した。
政策,せいさく,chính sách,市は子育てを支援する政策を進めている。
正義,せいぎ,chính nghĩa; công lý,この物語の主人公は、正義のために戦う。
正体,しょうたい,thân phận thật; bản chất thật,夜中に聞こえた音の正体は、屋根の上の猫だった。
清掃,せいそう (する),quét dọn; vệ sinh,毎朝、教室を清掃する。
精神,せいしん,tinh thần; tâm trí,十分に休んだおかげで、精神的にも落ち着いた。
責任,せきにん,trách nhiệm,最後まで責任を持って、この仕事を終わらせます。
接近,せっきん (する),tiếp cận; đến gần,台風が接近しているため、船は欠航になった。
設置,せっち (する),"lắp đặt; bố trí, đặt tại một vị trí",駅の入り口に、新しい案内板が設置された。
設立,せつりつ (する),"thành lập (công ty, tổ chức)",父は友人と一緒に、小さな会社を設立した。
先日,せんじつ,hôm trước,先日はありがとうございました。
専用,せんよう,chuyên dụng; dành riêng,ここは自転車専用の道なので、車は入れません。
前例,ぜんれい,tiền lệ; trường hợp trước đó,前例のない問題でも、まず解決方法を考えよう。
想像,そうぞう,tưởng tượng,未来の生活を想像する。
総合,そうごう (する),tổng hợp; kết hợp nhiều yếu tố,費用と安全性を総合して、旅行の計画を決めた。
即日,そくじつ,ngay trong ngày,この店では、写真を即日受け取ることができる。
存在,そんざい (する),tồn tại; sự có mặt,友人の存在が、つらいときの支えになった。
存続,そんぞく (する),tiếp tục tồn tại; duy trì sự tồn tại,生徒が減り、学校の存続が難しくなっている。
対応,たいおう (する),"ứng phó; xử lý; đáp ứng, hỗ trợ",店員が問い合わせに丁寧に対応してくれた。
対象,たいしょう,đối tượng; mục tiêu,この講座は、日本語を初めて学ぶ人を対象としている。
待遇,たいぐう,chế độ đãi ngộ; cách đối đãi,給料だけでなく、休暇などの待遇も確認した。
態度,たいど,thái độ,相手の話を聞く態度が大切だと思う。
台所,だいどころ,nhà bếp; gian bếp,母が台所で夕食の準備をしている。
大衆,たいしゅう,đại chúng; đông đảo người dân,この作家の小説は、大衆に広く親しまれている。
単一,たんいつ,đơn nhất; chỉ có một loại,この工場では、単一の製品だけを作っている。
担任,たんにん (する),"phụ trách một lớp, môn học; giáo viên chủ nhiệm",新しいクラスの担任は、数学の先生です。
短縮,たんしゅく (する),rút ngắn,作業時間を半分に短縮した。
団結,だんけつ (する),đoàn kết,チーム全員が団結して、難しい試合に勝った。
著書,ちょしょ,sách do một người viết; tác phẩm sách,講演を聞いてから、その先生の著書を読んでみた。
貯蓄,ちょちく (する),tiết kiệm; tiền tích lũy,将来のために、毎月少しずつ貯蓄している。
挑戦,ちょうせん (する),thử sức; chinh phục thử thách,今年は初めて、マラソンに挑戦するつもりだ。
