từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
悪化,あっか (する),trở nên xấu đi,無理をすると病状が悪化する。
依存,いぞん (する),phụ thuộc,何でも親に依存せず、自分で決めるようにしている。
意向,いこう,"chí hướng, ý muốn",本人の意向を聞いてから、留学先を決めましょう。
意識,いしき (する),nhận thức,安全を意識して運転する。
意図,いと (する),"ý đồ, ý định",質問の意図を説明した。
意欲,いよく,"mong muốn, động lực",先生に褒められて、勉強への意欲が高まった。
移行,いこう (する),chuyển đổi,新しい制度へ段階的に移行する。
維持,いじ (する),duy trì,健康を維持するために運動する。
衣装,いしょう,trang phục (biểu diễn),舞台で美しい衣装を着る。
違反,いはん (する),vi phạm,交通規則に違反した。
育成,いくせい (する),nuôi dưỡng,この会社は若い技術者の育成に力を入れている。
一時,いちじ,"tạm thời, một lần",大雨のため、電車の運転が一時止まった。
一体,いったい,"rốt cuộc, tóm lại",こんな夜中に、一体どこへ行くのですか。
印象,いんしょう,ấn tượng,彼の話は印象に残った。
引用,いんよう (する),trích dẫn,レポートで本の文章を引用するときは、出典を書く。
運営,うんえい (する),"vận hành, qlý",市が施設を運営している。
運行,うんこう (する),"chuyển động, chạy",このバスは土日も通常どおり運行している。
運用,うんよう (する),"sử dụng, vận hành",新しい予約システムの運用が来月から始まる。
影響,えいきょう (する),ảnh hưởng,天気が試合に影響する。
栄養,えいよう,dinh dưỡng,栄養のバランスを考える。
遠慮,えんりょ (する),"khách khí, ngại",遠慮しないで食べてください。
横顔,よこがお,góc nghiêng (mặt),窓の外を見ている妹の横顔を描いた。
家計,かけい,kinh tế (tài chính) gđình,毎月、家計を見直している。
家出,いえで (する),bỏ nhà đi,家出した少年は、翌日無事に家へ帰った。
課題,かだい,"chủ đề, đề tài",今日の課題を提出する。
過程,かてい,"quá trình, giai đoạn",製造の過程を見学した。
過労,かろう,"lđộng quá sức, lao lực",父は過労で倒れ、一週間仕事を休んだ。
解決,かいけつ (する),giải quyết,話し合いで問題を解決する。
解雇,かいこ (する),"sa thải, cho nghỉ việc",工場の閉鎖で、多くの従業員が解雇された。
解除,かいじょ (する),"bãi bỏ, miễn, huỷ",パスワードを入力すると、画面のロックが解除される。
解消,かいしょう (する),"chấm dứt, huỷ bỏ",運動でストレスを解消する。
解説,かいせつ (する),giải thích,専門家がニュースを解説する。
回収,かいしゅう (する),thu hồi,古い製品を回収する。
回復,かいふく (する),phục hồi,けがは順調に回復した。
改善,かいぜん (する),cải thiện,作業環境を改善した。
拡大,かくだい (する),"mở rộng, phóng to",写真を画面いっぱいに拡大する。
獲得,かくとく (する),"thu được, nhận được",大会で金メダルを獲得した。
確率,かくりつ,xác suất,雨が降る確率は高い。
確立,かくりつ (する),"xác lập, thành lập",失敗を重ねながら、自分なりの勉強法を確立した。
覚悟,かくご (する),"cbi tinh thần, sẵn sàng",失敗する覚悟で挑戦した。
学習,がくしゅう (する),học tập,毎日日本語を学習する。
学歴,がくれき,"bằng cấp, học vấn",この会社は学歴よりも経験や能力を重視する。
楽器,がっき,nhạc cụ,子どものころから楽器を習う。
感謝,かんしゃ (する),"cảm tạ, biết ơn",家族の支えに感謝する。
感心,かんしん (する),"ngưỡng mộ, thán phục",彼の努力に感心した。
環境,かんきょう,"môi trường, hoàn cảnh",自然環境を守る。
管理,かんり (する),quản lý,旅行中の貴重品は自分で管理してください。
簡易,かんい (な),đơn giản,公園には災害時に使える簡易トイレが備えてある。
企画,きかく (する),kế hoạch,地域交流イベントを企画する。
企業,きぎょう,doanh nghiệp,多くの企業が参加した。
危機,きき,"nguy cơ, khủng hoảng",店は売り上げが落ち、経営の危機に直面した。
基準,きじゅん,"tiêu chí, tiêu chuẩn",安全基準を満たしている。
希望,きぼう (する),"hi vọng, mong muốn",窓側の席を希望する。
期末,きまつ,cuối kỳ,期末試験が近いので、毎日図書館で勉強している。
機関,きかん,"cơ quan, tổ chức",詳しい手続きについては、関係機関に問い合わせてください。
機能,きのう (する),chức năng,この時計は正常に機能する。
規格,きかく,quy cách,この部品は規格が違うため、今の機械には使えない。
規制,きせい (する),quy chế,祭りの間、駅前の道路では交通規制が行われる。
規則,きそく,"quy tắc, nội quy",学校の規則を守る。
規模,きぼ,quy mô,事業の規模を拡大する。
規約,きやく,quy ước,サービスを利用する前に、利用規約を読んでください。
記入,きにゅう (する),"ghi chép, điền vào",申込書に住所を記入する。
休戦,きゅうせん (する),đình chiến,両国は休戦に合意し、戦闘を停止した。
居住,きょじゅう (する),cư trú,この調査は市内に居住する人を対象としている。
距離,きょり,"cự li, khoảng cách",駅までの距離を測る。
競争,きょうそう (する),"cạnh tranh, thi đấu",二社が市場で競争する。
共存,きょうぞん (する),sống chung,人と野生動物が共存できる環境を守りたい。
協会,きょうかい,hiệp hội,業界の協会に加入する。
協力,きょうりょく (する),chung sức,みんなで協力して片づける。
強調,きょうちょう (する),nhấn mạnh,重要な点を強調して話す。
恐怖,きょうふ,nỗi sợ hãi,暗闇に強い恐怖を感じる。
教育,きょういく (する),giáo dục,祖母は長年、小学校で子どもの教育に携わってきた。
業種,ぎょうしゅ,"ngành nghề, loại hình (kinh doanh)",就職活動では、さまざまな業種の会社を調べた。
業務,ぎょうむ,nghiệp vụ,午前中に業務を終える。
禁止,きんし (する),cấm,この建物の中では喫煙が禁止されている。
緊張,きんちょう (する),căng thẳng,面接で緊張して、うまく話せなかった。
近年,きんねん,những năm gần đây,近年、人口が減少している。
金融,きんゆう,"tài chính, tín dụng",金融市場の動きを調べる。
苦労,くろう (する),vất vả,日本語の発音で苦労した。
空白,くうはく,chỗ trống,名前を忘れたので、その欄は空白のままにした。
傾向,けいこう,"khuynh hướng, xu hướng",若者の消費傾向を分析する。
契約,けいやく (する),"hợp đồng, ký kết",会社と正式に契約した。
形成,けいせい (する),"hình thành, xây dựng",長い年月をかけて岩が形成される。
経過,けいか (する),"quá trình, trải qua",手術後の経過は順調で、来週退院できそうだ。
経路,けいろ,"lộ trình, hướng đi",駅までの経路を地図アプリで確認した。
計画,けいかく (する),kế hoạch,夏の旅行を計画する。
芸能,げいのう,nghệ thuật,この番組では、各地に伝わる芸能を紹介している。
決意,けつい (する),"quyết định, quyết tâm",海外留学を決意した。
検査,けんさ (する),"kiểm tra, xét nghiệm",病院で血液検査を受ける。
権力,けんりょく,quyền lực,権力を持つ人ほど、自分の行動に責任を持つべきだ。
研究,けんきゅう (する),nghiên cứu,大学で、植物が育つ条件について研究している。
原因,げんいん,nguyên nhân,失敗の原因を調べる。
原点,げんてん,"điểm gốc, điểm ban đầu",仕事で迷ったときは、この仕事を始めた原点に戻って考える。
原文,げんぶん,"nguyên văn, bản gốc",意味が分からない部分を、翻訳と原文で比べてみた。
減速,げんそく (する),giảm tốc,前方に子どもがいたので、車を減速させた。
現象,げんしょう,hiện tượng,珍しい自然現象を観測した。
現場,げんば,hiện trường,事故の現場を確認した。
現像,げんぞう (する),"rửa hình, tráng phim",旅行で撮ったフィルムを写真店で現像してもらった。
故郷,こきょう,"cố hương, quê hương",夏休みに故郷へ帰る。
雇用,こよう (する),tuyển dụng,新しい工場ができて、地域の雇用が増えた。
