từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
危害,きがい,tổn hại; nguy hại,他人に危害を加えてはいけない。
喜劇,きげき,hài kịch,劇場で喜劇を見た。
器官,きかん,cơ quan trong cơ thể,心臓は血液を送る器官だ。
器材,きざい,dụng cụ và vật tư,実験に必要な器材をそろえる。
基金,ききん,quỹ tiền dành cho mục đích nhất định,奨学金の基金を設立する。
基盤,きばん,nền tảng,生活の基盤を整える。
奇跡,きせき,kỳ tích; phép màu,全員が無事だったのは奇跡だ。
寄贈,きぞう (する),hiến tặng hiện vật,図書館に本を寄贈する。
寄付,きふ (する),quyên góp,被災地へ衣類を寄付した。
寄与,きよ (する),góp phần,この研究は医療の発展に寄与した。
既婚,きこん,đã kết hôn,応募条件に未婚・既婚の区別はない。
期日,きじつ,ngày hạn định,期日までに料金を払う。
棄権,きけん (する),bỏ cuộc thi; không thực hiện quyền bỏ phiếu,けがのため試合を棄権した。
機構,きこう,cơ cấu tổ chức; cơ chế máy móc,組織の機構を見直す。
機材,きざい,máy móc và thiết bị,撮影用の機材を運ぶ。
帰省,きせい (する),về quê thăm gia đình,正月に実家へ帰省する。
気概,きがい,khí phách; tinh thần quyết tâm,困難に立ち向かう気概がある。
気質,きしつ,tính khí; tính cách bẩm sinh,彼は穏やかな気質の持ち主だ。
気心,きごころ,tâm tính; tính tình,気心の知れた友人と旅をする。
気前,きまえ,"sự rộng rãi trong chi tiêu, cho tặng",叔父は気前がよい。
気配,けはい,dấu hiệu; cảm giác hiện diện,誰かいる気配がした。
気迫,きはく,khí thế; tinh thần mãnh liệt,相手の気迫に圧倒された。
気品,きひん,sự thanh lịch; phẩm cách cao quý,気品のある振る舞いが印象に残った。
気風,きふう,phong thái; nếp tinh thần của tập thể,この学校には自由な気風がある。
気流,きりゅう,dòng không khí,気流の変化で飛行機が揺れた。
祈願,きがん (する),cầu nguyện,家族の健康を祈願する。
規定,きてい (する),quy định; ấn định,規則で利用時間を規定する。
