từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
喋る,しゃべる,nói chuyện,友達と一時間も喋った。
過ぎる,すぎる,quá; vượt quá,食べ過ぎると胃が痛くなる。
過ごす,すごす,trải qua; sống,休日を家族と過ごす。
勧める,すすめる,khuyên; giới thiệu,医者が毎日の運動を勧める。
進める,すすめる,thúc đẩy; tiến hành,計画どおりに作業を進める。
滑る,すべる,trượt,雪道で足が滑った。
済む,すむ,xong; hoàn tất,手続きは一時間で済んだ。
座る,すわる,ngồi,空いている席に座る。
育つ,そだつ,lớn lên; phát triển,野菜が元気に育っている。
対する,たいする,đối với; đối diện,質問に対する答えを考える。
倒れる,たおれる,đổ; ngã; ngất,強い風で木が倒れた。
抱く,だく／いだく,ôm; ấp ủ,母が赤ちゃんを抱く。
助ける,たすける,giúp đỡ,困っている人を助ける。
尋ねる,たずねる,hỏi; thăm,駅員に道を尋ねる。
戦う,たたかう,chiến đấu; thi đấu,最後まで相手と戦う。
畳む,たたむ,gấp,洗った服をきれいに畳む。
楽しむ,たのしむ,thưởng thức; tận hưởng,家族で旅行を楽しむ。
頼む,たのむ,nhờ; yêu cầu; gọi món,友達に手伝いを頼む。
溜まる,たまる,tích tụ; đọng lại,忙しくて仕事が溜まっている。
頼る,たよる,dựa vào; nhờ cậy,困ったときは友人を頼る。
黙る,だまる,im lặng,質問されても彼は黙っていた。
捕まえる,つかまえる,bắt; nắm bắt,警察が犯人を捕まえた。
つかむ,つかむ,nắm; bắt lấy,電車でつり革をつかむ。
包む,つつむ,bọc; gói,プレゼントをきれいな紙で包む。
務める,つとめる,đảm nhiệm; giữ chức,彼は会議の司会を務める。
勤める,つとめる,làm việc cho,姉は銀行に勤めている。
通す,とおす,cho qua; xuyên qua,窓を開けて風を通す。
解く,とく,giải; tháo,難しい問題を解く。
届く,とどく,đến; được giao tới,注文した荷物が昨日届いた。
飛ぶ,とぶ,bay,鳥が空を飛んでいる。
停める,とめる,đỗ; dừng xe,車を駐車場に停める。
慰める,なぐさめる,an ủi,悲しんでいる友達を慰める。
悩む,なやむ,buồn phiền; băn khoăn,進路について悩んでいる。
鳴る,なる,kêu; reo; vang,電話が突然鳴った。
慣れる,なれる,quen với,新しい生活に少しずつ慣れる。
似合う,にあう,hợp; phù hợp,その青い服はあなたによく似合う。
握る,にぎる,nắm; cầm,子どもの手をしっかり握る。
似る,にる,giống,娘は母親によく似ている。
抜ける,ぬける,rụng; tuột; thoát ra,春になると犬の毛が抜ける。
塗る,ぬる,sơn; bôi,壁を白く塗る。
眠る,ねむる,ngủ,赤ちゃんが静かに眠っている。
寝る,ねる,đi ngủ; nằm,毎晩十一時に寝る。
残す,のこす,để lại; chừa lại,弟のためにケーキを残す。
残る,のこる,còn lại,会議室に三人だけ残った。
乗せる,のせる,cho lên; chở; đặt lên,車に荷物を乗せる。
伸ばす,のばす,kéo dài; làm duỗi,髪を長く伸ばしている。
伸びる,のびる,dài ra; tăng trưởng,子どもの身長が一年で伸びた。
生える,はえる,mọc,庭に草がたくさん生えた。
測る,はかる,đo,体温計で熱を測る。
掃く,はく,quét,ほうきで玄関を掃く。
履く,はく,mang; mặc phần dưới,新しい靴を履いて出かける。
外す,はずす,tháo; bỏ; trượt,家に入る前にマスクを外す。
離す,はなす,tách; thả ra,危ないので子どもの手を離さない。
払う,はらう,trả tiền; phủi,レストランで食事代を払う。
貼る,はる,dán,壁にポスターを貼る。
広がる,ひろがる,lan rộng; mở rộng,窓から美しい景色が広がる。
増える,ふえる,tăng lên,最近、外国人観光客が増えた。
拭く,ふく,lau; chùi,濡れた机を布で拭く。
吹く,ふく,thổi,今日は強い風が吹いている。
防ぐ,ふせぐ,phòng tránh; ngăn chặn,マスクで病気を防ぐ。
降る,ふる,rơi; mưa; tuyết rơi,午後から雨が降るでしょう。
ぶつける,ぶつける,va; đâm; làm va vào,机の角に膝をぶつけた。
減らす,へらす,làm giảm,毎月の支出を減らしたい。
減る,へる,giảm,運動して体重が少し減った。
干す,ほす,phơi,洗濯物をベランダに干す。
褒める,ほめる,khen,先生が作文を褒めてくれた。
間違う,まちがう,sai; nhầm,電車の方向を間違った。
まとめる,まとめる,tổng hợp; thu xếp,会議の意見を一つにまとめる。
学ぶ,まなぶ,học,学校で日本の歴史を学ぶ。
迷う,まよう,lạc; phân vân,道に迷って駅員に聞いた。
磨く,みがく,đánh bóng; chải; rèn giũa,食後に歯を磨く。
見つめる,みつめる,nhìn chăm chú,彼は写真をじっと見つめた。
迎える,むかえる,đón; chào đón,駅へ友達を迎えに行く。
向ける,むける,hướng về,カメラを景色に向ける。
結ぶ,むすぶ,buộc; kết nối,靴のひもをしっかり結ぶ。
目覚める,めざめる,thức giấc; tỉnh ngộ,鳥の声で朝早く目覚めた。
戻す,もどす,trả lại; đưa về trạng thái cũ,読んだ本を棚に戻す。
破る,やぶる,xé; phá vỡ,大切な約束を破ってはいけない。
辞める,やめる,nghỉ; từ bỏ,来月、今の仕事を辞める。
許す,ゆるす,tha thứ; cho phép,母は外出を許してくれた。
揺れる,ゆれる,rung; lắc,地震で建物が大きく揺れた。
汚す,よごす,làm bẩn,泥で新しい服を汚した。
呼ぶ,よぶ,gọi,店員を呼んで注文する。
寄る,よる,ghé; tới gần,帰りにスーパーへ寄る。
喜ぶ,よろこぶ,vui mừng,贈り物をもらって子どもが喜んだ。
沸く,わく,sôi,お湯が沸いたら火を止める。
