từ mới,cách đọc,nghĩa tiếng việt,ví dụ sử dụng minh hoạ
現実,げんじつ,hiện thực,厳しい現実を受け入れる。
現象,げんしょう,hiện tượng,珍しい自然現象を観測した。
現状,げんじょう,hiện trạng,現状を詳しく報告する。
現代,げんだい,hiện đại,現代社会の問題を考える。
現地,げんち,địa phương; hiện trường,現地で担当者と会う。
限定,げんてい（する）,giới hạn,販売数を百個に限定する。
減点,げんてん（する）,trừ điểm,誤答すると一点減点される。
現場,げんば,hiện trường; nơi làm việc,事故の現場を確認した。
行為,こうい,hành vi,危険な行為は禁止されている。
公演,こうえん（する）,buổi biểu diễn,来月、東京で公演する。
硬貨,こうか,tiền xu,硬貨を自動販売機に入れる。
後悔,こうかい（する）,hối hận,あの時断ったことを後悔した。
公開,こうかい（する）,công khai; công chiếu,映画が全国で公開された。
郊外,こうがい,ngoại ô,静かな郊外に家を建てる。
工学,こうがく,kỹ thuật học,大学で機械工学を学ぶ。
好感,こうかん,thiện cảm,丁寧な対応に好感を持った。
高級,こうきゅう,cao cấp,高級ホテルに宿泊する。
貢献,こうけん（する）,cống hiến,地域の発展に貢献した。
攻撃,こうげき（する）,tấn công,敵の基地を攻撃する。
口座,こうざ,tài khoản ngân hàng,銀行で新しい口座を開く。
講座,こうざ,khóa học; bài giảng,初心者向けの講座を受ける。
工作,こうさく（する）,thủ công; chế tạo,木材で本棚を工作した。
考察,こうさつ（する）,khảo sát; suy xét,実験結果を詳しく考察する。
講師,こうし,giảng viên,講師が分かりやすく説明した。
後者,こうしゃ,cái sau; người sau,前者より後者を選ぶ。
校舎,こうしゃ,tòa nhà trường học,古い校舎を改修する。
公衆,こうしゅう,công chúng,公衆の前で発言する。
交渉,こうしょう（する）,đàm phán,価格について取引先と交渉する。
向上,こうじょう（する）,nâng cao,サービスの質が向上した。
更新,こうしん（する）,cập nhật; gia hạn,免許をオンラインで更新する。
香水,こうすい,nước hoa,香水の強い香りがする。
構成,こうせい（する）,cấu thành; bố cục,チームは五人で構成される。
構造,こうぞう,cấu trúc,建物の構造を調査する。
肯定,こうてい（する）,khẳng định; tán thành,彼の意見を全面的に肯定した。
購入,こうにゅう（する）,mua,ネットで航空券を購入する。
高熱,こうねつ,sốt cao,子どもが高熱を出した。
候補,こうほ,ứng viên,三人が代表候補に選ばれた。
項目,こうもく,hạng mục,必要な項目を全て記入する。
校門,こうもん,cổng trường,校門の前で友達を待つ。
紅葉,こうよう（する）,lá đỏ mùa thu,山々が美しく紅葉した。
公立,こうりつ,công lập,公立の高校に通っている。
考慮,こうりょ（する）,cân nhắc,費用も考慮して決める。
高齢,こうれい,cao tuổi,高齢の祖父を介護する。
小型,こがた,cỡ nhỏ,小型のカメラを持ち歩く。
呼吸,こきゅう（する）,hô hấp,ゆっくり深く呼吸する。
故郷,こきょう,quê hương,夏休みに故郷へ帰る。
克服,こくふく（する）,khắc phục,苦手な発音を克服した。
個々,ここ,từng cái; từng người,個々の事情を尊重する。
小雨,こさめ,mưa nhỏ,午後から小雨が降り始めた。
個性,こせい,cá tính,子どもの個性を伸ばす。
骨折,こっせつ（する）,gãy xương,転んで腕を骨折した。
固定,こてい（する）,cố định,棚を壁に固定する。
粉薬,こなぐすり,thuốc bột,食後に粉薬を飲む。
小麦,こむぎ,lúa mì,小麦からパンを作る。
小物,こもの,đồ vật nhỏ; phụ kiện,旅行用の小物をそろえる。
根気,こんき,sự kiên trì,根気よく練習を続ける。
混乱,こんらん（する）,hỗn loạn,停電で駅が混乱した。
合同,ごうどう,kết hợp; liên hợp,二校が合同で練習する。
誤解,ごかい（する）,hiểu lầm,説明不足で誤解を招いた。
語学,ごがく,ngoại ngữ học,語学を生かして働く。
娯楽,ごらく,giải trí,休日は映画などの娯楽を楽しむ。
再開,さいかい（する）,mở lại; tiếp tục lại,中断した工事を再開する。
災害,さいがい,thiên tai; thảm họa,災害に備えて水を保存する。
最強,さいきょう,mạnh nhất,最強の相手に挑戦する。
採集,さいしゅう（する）,thu thập mẫu,森で昆虫を採集した。
最新,さいしん,mới nhất,最新のニュースを確認する。
再生,さいせい（する）,tái sinh; phát lại,録音をもう一度再生する。
最善,さいぜん,tốt nhất,今できる最善を尽くす。
最速,さいそく,nhanh nhất,最速の電車で向かう。
最長,さいちょう,dài nhất,国内最長の橋を渡る。
才能,さいのう,tài năng,音楽の才能を伸ばす。
栽培,さいばい（する）,trồng trọt,温室でトマトを栽培する。
再発,さいはつ（する）,tái phát,病気の再発を防ぐ。
採用,さいよう（する）,tuyển dụng; áp dụng,経験者を正社員に採用する。
再来,さいらい（する）,trở lại,台風が来週再来する恐れがある。
作成,さくせい（する）,tạo; soạn,会議用の資料を作成する。
撮影,さつえい（する）,chụp ảnh; quay phim,海辺で映画を撮影した。
作法,さほう,phép tắc; cách thức,茶道の作法を習う。
左右,さゆう（する）,trái phải; chi phối,天候が試合結果を左右する。
参観,さんかん（する）,tham quan; dự giờ,保護者が授業を参観する。
産業,さんぎょう,công nghiệp; ngành nghề,観光は重要な産業だ。
参考,さんこう（する）,tham khảo,説明書を参考に組み立てる。
参照,さんしょう（する）,đối chiếu; tham chiếu,詳しくは別紙を参照してください。
産地,さんち,nơi sản xuất,この地方はりんごの産地だ。
山頂,さんちょう,đỉnh núi,夕方に山頂へ着いた。
在籍,ざいせき（する）,có tên; đang theo học/làm việc,兄は今も大学に在籍している。
座席,ざせき,chỗ ngồi,窓側の座席を予約した。
雑草,ざっそう,cỏ dại,庭の雑草を抜く。
支援,しえん（する）,hỗ trợ,被災者の生活を支援する。
歯科,しか,nha khoa,歯科で虫歯を治療する。
司会,しかい（する）,dẫn chương trình,友人の結婚式で司会を務める。
視界,しかい,tầm nhìn,霧で視界が悪くなった。
